업소명,업종,업태,도로명주소
김부자국밥,일반음식점,한식,강원특별자치도 강릉시 범일로579번길 21(내곡동)
김여사네,일반음식점,한식,강원특별자치도 강릉시 옥가로19번길 8(1층 옥천동)
김우정초당짬뽕순두부본점,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 102(1층 초당동)
김윤미전복삼계탕,일반음식점,한식,강원특별자치도 강릉시 팔송길 6(송정동)
까막장이야기,일반음식점,한식,강원특별자치도 강릉시 저동길 165(1층 저동)
까치칼국수,일반음식점,한식,강원특별자치도 강릉시 강릉대로313번길 62(포남동)
깐부네,일반음식점,한식,강원특별자치도 강릉시 옥천로 59(옥천동)
깜상네야,일반음식점,한식,강원특별자치도 강릉시 중앙시장2길 51(성남동)
꺽다리아줌마해장국,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 7-1(교동)
꼬김꼬김,일반음식점,분식,강원특별자치도 강릉시 성덕포남로 22-4(1층 입암동)
꼬지사께,일반음식점,한식,강원특별자치도 강릉시 솔올로5번길 47(101호 교동)
꼭지네식당,일반음식점,한식,강원특별자치도 강릉시 강동면 대동안길 15
꼼지락,일반음식점,한식,강원특별자치도 강릉시 율곡초교길39번길 16(1층 교동)
꽃보다소,일반음식점,한식,강원특별자치도 강릉시 경강로2255번길 6(포남동)
꽃보다소주문진점,일반음식점,분식,강원특별자치도 강릉시 주문진읍 주문로 51
꾹이네분식&포차,일반음식점,한식,강원특별자치도 강릉시 임영로 70(1층 노암동)
꿀꺽,일반음식점,한식,강원특별자치도 강릉시 해안로 292(6호 강문동)
꿀삼겹전부침,일반음식점,한식,강원특별자치도 강릉시 옥천로65번길 9(옥천동)
꿈드림식당,일반음식점,한식,강원특별자치도 강릉시 남부로136번길 16-11(1층 노암동)
끼리,일반음식점,한식,강원특별자치도 강릉시 임영로 13(노암동)
나그네식당,일반음식점,한식,강원특별자치도 강릉시 동부시장3길 11-1(옥천동)
나능이버섯백숙,일반음식점,한식,강원특별자치도 강릉시 경강로 2367(송정동)
나들이,일반음식점,한식,강원특별자치도 강릉시 성산면 구산강변길 76
나린면옥,일반음식점,분식,강원특별자치도 강릉시 임영로140번길 18(임당동)
나모야강릉점,일반음식점,한식,강원특별자치도 강릉시 강릉대로 250(1층 교동)
나상명강릉초당순두부,일반음식점,한식,강원특별자치도 강릉시 초당순두부길77번길 16(초당동)
나온,일반음식점,한식,강원특별자치도 강릉시 사천면 덕실길 235(1층)
나운칼국수,일반음식점,분식,강원특별자치도 강릉시 하슬라로206번길 3-1(교동)
나의아지트,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구2길 11-1(1층)
나폴리선생인교동,일반음식점,한식,강원특별자치도 강릉시 정원로 75(교동)
낙지대장,일반음식점,한식,강원특별자치도 강릉시 성덕로 120(병산동)
낙천식당,일반음식점,한식,강원특별자치도 강릉시 사천면 덕실길 6
난설헌메밀촌,일반음식점,분식,강원특별자치도 강릉시 난설헌로 105(포남동)
날라리포차,일반음식점,분식,강원특별자치도 강릉시 옥천로65번길 19(옥천동)
날밀보리뜰,일반음식점,한식,강원특별자치도 강릉시 난곡길22번길 5-8(난곡동)
남강릉막국수,일반음식점,한식,강원특별자치도 강릉시 성덕로 372(입암동)
남경막국수,일반음식점,분식,강원특별자치도 강릉시 범일로 681-6(1층 내곡동)
남도보쌈짚,일반음식점,한식,강원특별자치도 강릉시 남산초교길12번길 28(103호 내곡동)
남매식당,일반음식점,한식,강원특별자치도 강릉시 경강로2234번길 6(포남동)
남문동설렁탕,일반음식점,한식,강원특별자치도 강릉시 남문길 20-1(1층 남문동)
남문칼국수,일반음식점,분식,강원특별자치도 강릉시 남문길 32(남문동)
남북면옥,일반음식점,분식,강원특별자치도 강릉시 주문진읍 신리천로 90
남산골,일반음식점,한식,강원특별자치도 강릉시 남산초교길 7(1층 내곡동)
남산막국수,일반음식점,분식,강원특별자치도 강릉시 강변로 226(1층 노암동)
남애막국수,일반음식점,분식,강원특별자치도 강릉시 강릉대로 90(홍제동)
남항진순대국밥,일반음식점,한식,강원특별자치도 강릉시 공항길129번길 26(남항진동)
남항진어촌식당,일반음식점,한식,강원특별자치도 강릉시 공항길127번길 35-7(남항진동)
남향막국수,일반음식점,분식,강원특별자치도 강릉시 저동골길 30(저동)
남향막국수청량점,일반음식점,한식,강원특별자치도 강릉시 율곡로2652번길 3-5(청량동)
납돌추어탕,일반음식점,한식,강원특별자치도 강릉시 경강로2323번길 15(포남동)
낮밥밤술,일반음식점,한식,강원특별자치도 강릉시 성산면 공제로359번길 53(1층)
내고향,일반음식점,한식,강원특별자치도 강릉시 성덕포남로153번길 13(포남동)
내마음에찜강릉본점,일반음식점,한식,강원특별자치도 강릉시 경강로 2107(1층 임당동)
냉면집,일반음식점,분식,강원특별자치도 강릉시 성덕포남로182번길 17(포남동)
냉삼꼬세,일반음식점,한식,"강원특별자치도 강릉시 임영로155번길 6(1동 25호 용강동,서부시장)"
냠냠,일반음식점,분식,강원특별자치도 강릉시 범일로 633(1층 내곡동)
넉넉한샐러드&커피,일반음식점,한식,강원특별자치도 강릉시 동부시장길 1(1층 옥천동)
네스트커리,일반음식점,한식,강원특별자치도 강릉시 공항길 15(병산동)
노다지,일반음식점,한식,강원특별자치도 강릉시 주문진읍 작은다리길 9
노래곡막국수,일반음식점,분식,강원특별자치도 강릉시 남부로 54-6(내곡동)
노루목,일반음식점,한식,강원특별자치도 강릉시 연곡면 소금강길 473(1층)
노브랜드버거 강릉송정DI점,일반음식점,한식,강원특별자치도 강릉시 경강로 2518(1층 송정동)
녹원삼겹살데이,일반음식점,한식,강원특별자치도 강릉시 성덕포남로 102(입암동)
녹지원,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구윗길 12
논가집옹심이,일반음식점,한식,강원특별자치도 강릉시 공항길30번길 4-6(병산동)
논고랑 추어탕,일반음식점,한식,강원특별자치도 강릉시 동부시장3길 13(옥천동)
논골추어탕,일반음식점,한식,강원특별자치도 강릉시 경강로2267번길 29(1층 포남동)
놀랄호떡,일반음식점,분식,강원특별자치도 강릉시 금성로13번길 8-1(성남동)
놀부부대찌개&김치찜강릉유천점,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 26-5(홍제동)
농촌보리밥,일반음식점,한식,강원특별자치도 강릉시 명주로17번길 17-3(남문동)
농촌순두부,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 108(강문동)
뉴바다마을,일반음식점,한식,강원특별자치도 강릉시 연곡면 영진3길 8-2
느낌표백반집,일반음식점,한식,강원특별자치도 강릉시 산양큰길22번길 46(포남동)
"늘, 솔, 길",일반음식점,한식,강원특별자치도 강릉시 성산면 삼포암길 20-1(1층)
늘벗,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1009
늘푸른쌈집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 283
늘푸른집,일반음식점,한식,강원특별자치도 강릉시 강동면 안인일출길 24
능나도회냉면,일반음식점,분식,강원특별자치도 강릉시 성덕로 316-3(입암동)
다래,일반음식점,한식,강원특별자치도 강릉시 연곡면 남평길 33
다모아,일반음식점,한식,강원특별자치도 강릉시 하평1길 6(포남동)
다모아식당,일반음식점,한식,강원특별자치도 강릉시 해안로 298-5(강문동주차장 B동 1층 102호 강문동)
다미가,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1029
다미정,일반음식점,한식,강원특별자치도 강릉시 남부로18번길 71-3(1층 내곡동)
다바다,일반음식점,한식,강원특별자치도 강릉시 창해로 451(강문동)
다사랑분식,일반음식점,분식,강원특별자치도 강릉시 남부로125번길 24(1층 노암동)
다송가든,일반음식점,한식,강원특별자치도 강릉시 난설헌로193번길 18(1층 초당동)
다시마제일막국수,일반음식점,분식,강원특별자치도 강릉시 강변로 176(내곡동)
다연경포밥집,일반음식점,한식,강원특별자치도 강릉시 경포로475번길 18(안현동)
다온이네,일반음식점,분식,강원특별자치도 강릉시 율곡로2968번길 22(1층 교동)
다올닭반마리칼국수,일반음식점,한식,강원특별자치도 강릉시 범일로 686(1층 내곡동)
다옴갈비,일반음식점,한식,강원특별자치도 강릉시 강변로182번길 3(101호 내곡동)
다원별채식당,일반음식점,한식,강원특별자치도 강릉시 성산면 지암길 276-2(1층)
다원식당,일반음식점,한식,강원특별자치도 강릉시 경강로2291번길 24(1층 포남동)
다이닝조개본점,일반음식점,한식,강원특별자치도 강릉시 해안로 280(4호 강문동)
단골집,일반음식점,한식,강원특별자치도 강릉시 중앙시장2길 58(성남동)
단오마을,일반음식점,한식,강원특별자치도 강릉시 남산초교길11번길 24(내곡동)
단오억수맛집,일반음식점,한식,강원특별자치도 강릉시 안땔길 2(노암동)
단지,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 52-1
달구지막창주문진점,일반음식점,한식,강원특별자치도 강릉시 연곡면 영진3길 6-2(102호)
달떡볶이강릉점,일반음식점,분식,강원특별자치도 강릉시 금성로 10(101호 옥천동)
달래분식,일반음식점,분식,강원특별자치도 강릉시 옥계면 현내시장길 75
달래해장강릉교동점,일반음식점,한식,강원특별자치도 강릉시 솔올로 64(1층 교동)
닭갈비연구소,일반음식점,한식,강원특별자치도 강릉시 율곡초교길43번길 21(교동)
닭발과파전,일반음식점,한식,강원특별자치도 강릉시 임영로155번길 5(용강동)
대게마을,일반음식점,한식,강원특별자치도 강릉시 사임당로 64(F동 2층 홍제동)
대게왕국,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1789-1
대게특별시,일반음식점,한식,강원특별자치도 강릉시 금성로13번길 9-2(1층 21호 성남동)
대게한마당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1710
대경식당,일반음식점,한식,강원특별자치도 강릉시 중앙시장3길 40-1(성남동)
대관령둥지식당,일반음식점,한식,강원특별자치도 강릉시 경강로 1925(홍제동)
대관령쉼터식당,일반음식점,한식,강원특별자치도 강릉시 성산면 대관령옛길 92-1(1층)
대관령시레기밥상,일반음식점,한식,강원특별자치도 강릉시 공항길 147(남항진동)
대관령식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 2735
대관령원조감자탕,일반음식점,한식,강원특별자치도 강릉시 경강로2291번길 27(포남동)
대관령주막,일반음식점,한식,강원특별자치도 강릉시 사천면 방동안길 31
대관령황태촌,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 28-1(1층)
대굴령민들레동산,일반음식점,한식,강원특별자치도 강릉시 성산면 성연로 17
대기리벌말식당,일반음식점,한식,강원특별자치도 강릉시 왕산면 노추산로 1692(1층)
대동면옥,일반음식점,분식,강원특별자치도 강릉시 주문진읍 연주로 438
대동식당,일반음식점,한식,강원특별자치도 강릉시 강동면 원장봉길 7
대동집,일반음식점,한식,강원특별자치도 강릉시 솔올로 56(교동)
대동푸드한식뷔페&도시락,일반음식점,한식,강원특별자치도 강릉시 경포로 32(1층 교동)
대륙 해물탕.해물찜,일반음식점,한식,강원특별자치도 강릉시 강릉대로457번길 18(포남동)
